"artist","artistIds","asciiName","attractionLights","availability","boosterTypes","borderColor","cardParts","colorIdentity","colorIndicator","colors","defense","duelDeck","edhrecRank","edhrecSaltiness","faceConvertedManaCost","faceFlavorName","faceManaValue","faceName","finishes","flavorName","flavorText","frameEffects","frameVersion","hand","hasAlternativeDeckLimit","hasContentWarning","hasFoil","hasNonFoil","isAlternative","isFullArt","isFunny","isOnlineOnly","isOversized","isPromo","isRebalanced","isReprint","isReserved","isStarter","isStorySpotlight","isTextless","isTimeshifted","keywords","language","layout","leadershipSkills","life","loyalty","manaCost","manaValue","name","number","originalPrintings","originalReleaseDate","originalText","originalType","otherFaceIds","power","printings","promoTypes","rarity","rebalancedPrintings","relatedCards","securityStamp","setCode","side","signature","subsets","subtypes","supertypes","text","toughness","type","types","uuid","variations","watermark","GreenMana","BlackMana","BlueMana","WhiteMana","RedMana","GreenBlackMana","GreenBlueMana","GreenWhiteMana","GreenRedMana","BlackBlueMana","BlackWhiteMana","BlackRedMana","BlueWhiteMana","BlueRedMana","WhiteRedMana","GreenPhyrexian","BlackPhyrexian","BluePhyrexian","WhitePhyrexian","RedPhyrexian","GreenWhitePhyrexian","GreenRedPhyrexian","WhiteRedPhyrexian","GreenTwo","BlackTwo","BlueTwo","WhiteTwo","RedTwo","ColourlessMana","ManaDiscrep"
"Jeff Miracola","9b465bde-3656-4495-ace4-af4ce29999ed","","","mtgo, paper","default","black","","U","","U",NA,"",22472,0.68,NA,"",NA,"","nonfoil, foil","","""Mind if I just lie down right here for a few weeks?""","","1997",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{U}",2,"Fatigue","32","","","Target player skips his or her next draw step.","Sorcery","","","UDS","","common","","","","UDS","","","","","","Target player skips their next draw step.","","Sorcery","Sorcery","cad6361a-7aa0-565d-9e7d-87a5d4d9cc18","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Ralph Horsley","a51444a8-eb4b-4615-a663-d1d418591ccb","","","mtgo, paper","default","black","","U","","U",NA,"",12605,NA,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Morph","English","normal","",NA,"","{1}{U}",2,"Fathom Seer","56","","","Morph—\nReturn two Islands you control to their owner's hand. (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)\nWhen Fathom Seer is turned face up, draw two cards.","Creature — Illusion","","1","A25, C14, DD2, DDN, JVC, MB1, TSP, TSR","","common","","","","A25","","","","Illusion","","Morph—Return two Islands you control to their owner's hand. (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)\nWhen Fathom Seer is turned face up, draw two cards.","3","Creature — Illusion","Creature","6dcba420-1762-5c8c-a7de-6f6375eb85a6","","set (TSP)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Dan Scott","f852fa13-137e-40f2-bbc1-0f01df09c0e0","","","mtgo, paper","default","black","","U","","U",NA,"",14122,0.04,NA,"",NA,"","nonfoil, foil","","The tale of her life was already written, but that didn't mean she could predict the ending.","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enchant","English","normal","",NA,"","{1}{U}",2,"Fate Foretold","48","","","Enchant creature\nWhen Fate Foretold enters the battlefield, draw a card.\nWhen enchanted creature dies, its controller draws a card.","Enchantment — Aura","","","THS","","common","","","","THS","","","","Aura","","Enchant creature\nWhen Fate Foretold enters the battlefield, draw a card.\nWhen enchanted creature dies, its controller draws a card.","","Enchantment — Aura","Enchantment","0b3a62ea-46e6-5089-9b4e-5f3b6519803f","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Matt Stewart","20871267-2d8a-41d5-b03a-be3d557c5734","","","mtgo, paper","default","black","","U","","U",NA,"",17300,NA,NA,"",NA,"","nonfoil, foil","","The most dangerous thing an artificer can do is believe an invention is perfect.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{U}{U}",4,"Failed Inspection","47","","","Counter target spell. Draw a card, then discard a card.","Instant","","","KLD, MB1","","common","","","","KLD","","","","","","Counter target spell. Draw a card, then discard a card.","","Instant","Instant","2236b149-e6bf-553f-8f5d-0812f54f0d2f","","",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Steven Belledin","f07d73b9-52a0-4fe5-858b-61f7b42174a5","","","arena, mtgo, paper","default","black","","U","","U",NA,"",11954,NA,NA,"",NA,"","nonfoil, foil","","One faerie distracts the judge while a second steals the law.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Flying","English","normal","",NA,"","{U}",1,"Faerie Miscreant","58","","","Flying\nWhen Faerie Miscreant enters the battlefield, if you control another creature named Faerie Miscreant, draw a card.","Creature — Faerie Rogue","","1","M20, ORI","","common","","","","M20","","","","Faerie, Rogue","","Flying\nWhen Faerie Miscreant enters the battlefield, if you control another creature named Faerie Miscreant, draw a card.","1","Creature — Faerie Rogue","Creature","29ce6552-fec3-5317-8684-c5aff5a27c45","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Matt Stewart","20871267-2d8a-41d5-b03a-be3d557c5734","","","arena, mtgo, paper","default","black","","U","","U",NA,"",16376,NA,NA,"",NA,"","nonfoil, foil","","""Every flaw in the crystal represents a moment where our strategy might go wrong.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{U}",2,"Facet Reader","50","","","{1}, {T}: Draw a card, then discard a card.","Creature — Human Wizard","","1","IKO","","common","","","","IKO","","","","Human, Wizard","","{1}, {T}: Draw a card, then discard a card.","2","Creature — Human Wizard","Creature","39d53ee7-48bd-5bc7-bcd3-42b083f47e3b","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Mila Pesic","81c5ec23-220b-4efa-b7df-9e49dd371e8d","","","mtgo, paper","default","black","","G","","G",NA,"",16230,NA,NA,"",NA,"","nonfoil, foil","","She nurtures each flower from seed to blossom, and in return, they whisper secrets only she can hear.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{G}",2,"Fa'adiyah Seer","160","","","{T}: Draw a card and reveal it. If it isn't a land card, discard it.","Creature — Human Shaman","","1","DMR, JMP, PLC","","common","","","","DMR","","","","Human, Shaman","","{T}: Draw a card and reveal it. If it isn't a land card, discard it.","1","Creature — Human Shaman","Creature","497e1eb2-c8bf-5659-bc16-bfc451de06c2","8dbbde62-9c02-5b0a-84a4-398517ec336c","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Cristi Balanescu","c09ede88-a1b5-4a18-9895-dc8a965d28a5","","","arena, mtgo, paper","default","black","","U","","U",NA,"",15674,NA,NA,"",NA,"","nonfoil, foil","","No longer bound by the myopic limitations of flesh, Ekken would truly see the realms.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incubate, Transform","English","normal","",NA,"","{2}{U}",3,"Eyes of Gitaxias","57","","","Incubate 3. (Create an Incubator token with three +1/+1 counters on it and ""{2}: Transform this artifact."" It transforms into a 0/0 Phyrexian artifact creature.)\nDraw a card.","Sorcery","","","MOM","","common","","","","MOM","","","","","","Incubate 3. (Create an Incubator token with three +1/+1 counters on it and ""{2}: Transform this artifact."" It transforms into a 0/0 Phyrexian artifact creature.)\nDraw a card.","","Sorcery","Sorcery","765f0bb5-c883-58b2-9e65-212834b9f124","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Dan Scott","f852fa13-137e-40f2-bbc1-0f01df09c0e0","","","arena","default","black","","U","","U",NA,"",19652,0.05,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"Flying","English","normal","",NA,"","{1}{U}",2,"Eyekite","188","","","","","","1","J21, J22, MH1","","common","","","","J21","","","","Drake","","Flying\nEyekite gets +2/+0 as long as you've drawn two or more cards this turn.","2","Creature — Drake","Creature","77c0b3b8-40d7-5746-9e4d-2471b08ba37e","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Joseph Meehan","6befd6d5-7f8d-4b7c-87e3-5511391a3359","","","mtgo, paper","default","black","","U","","U",NA,"",19551,NA,NA,"",NA,"","nonfoil, foil","","Amid the gibbering chorus that rose from the drownyard temple, Jace recognized a single word: ""Emrakul.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{U}",3,"Exultant Cultist","59","","","When Exultant Cultist dies, draw a card.","Creature — Human Wizard","","2","EMN, SIR","","common","","","","EMN","","","","Human, Wizard","","When Exultant Cultist dies, draw a card.","2","Creature — Human Wizard","Creature","6eb8577b-b1fd-549c-8d04-2c26fcef87bb","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Games Workshop","9456da4e-410b-4932-8bf3-a69a2da3cdc9","","","paper","","black","","G","","G",NA,"",283,0.12,NA,"",NA,"","nonfoil","","The Tyranids advance inexorably across the galaxy in their living Hive Ships, with one singular goal: to consume all.","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{G}",2,"Explore","213","","","You may play an additional land this turn.\nDraw a card.","Sorcery","","","40K, AFC, C18, C19, CLB, CMR, DDO, DMC, E01, JMP, MB1, MM3, NCC, PRM, SLD, WWK","","common","","","triangle","40K","","","","","","You may play an additional land this turn.\nDraw a card.","","Sorcery","Sorcery","61cd1fbe-e1f3-556e-9894-0e6dd7080748","c8158041-d651-5ee8-864f-5526824efa92","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Heonhwa Choe","ce415f9e-8a20-4d64-bcba-2b1b7e94012e","","","arena, mtgo, paper","default","black","","U","","U",NA,"",18512,0.17,NA,"",NA,"","nonfoil, foil","","Wizards' spells twist the fabric of reality to channel elemental energies, peer into the future, and even calm the Roil.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flying","English","normal","",NA,"","{3}{U}",4,"Expedition Diviner","57","","","Flying\nAs long as you control another Wizard, Expedition Diviner has ""When this creature dies, draw a card.""","Creature — Merfolk Wizard","","3","ZNR","","common","","","","ZNR","","","","Merfolk, Wizard","","Flying\nAs long as you control another Wizard, Expedition Diviner has ""When this creature dies, draw a card.""","2","Creature — Merfolk Wizard","Creature","f9806f43-a79c-5b21-9f2d-242cadc49f5a","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Greg Staples","93d65564-bf00-447b-8406-e2031f03b6b1","","","mtgo, paper","","black","","U","","U",NA,"",6981,0.18,NA,"",NA,"","nonfoil","","""I don't have time for you right now.""\n—Teferi","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","{2}{U}",3,"Exclude","108","","","Counter target creature spell.\nDraw a card.","Instant","","","A25, C14, CMM, INV, JMP, MB1, MH1, PRM","","common","","","","C14","","","","","","Counter target creature spell.\nDraw a card.","","Instant","Instant","88a0252f-947f-5e3e-95c8-624a5b524ceb","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Joe Slucher","13b6c9ee-f7a8-46a4-934f-ea6b4a1b14b2","","","arena","default","black","","G","","G",NA,"",12032,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"Threshold","English","normal","",NA,"","{4}{G}",5,"Excavating Anurid","568","","","","","","4","J21, MH1","","common","","","","J21","","","","Frog, Beast","","When Excavating Anurid enters the battlefield, you may sacrifice a land. If you do, draw a card.\nThreshold — As long as seven or more cards are in your graveyard, Excavating Anurid gets +1/+1 and has vigilance.","4","Creature — Frog Beast","Creature","d1cded61-d15a-5271-8dea-8f0c9a316318","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
"Mathias Kollros","2ae0dd12-047c-4efb-80d7-bccc3bac5fba","","","paper","","black","","","","",NA,"",NA,NA,NA,"",NA,"","nonfoil","","""Let me unburden you of these fatuous hopes.""","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,"","English","scheme","",NA,"","",0,"Every Dream a Nightmare","6★","","","When you set this scheme in motion, each opponent discards a card. You draw a card for each land card discarded this way.","Scheme","","","OE01","","common","","","","OE01","","","","","","When you set this scheme in motion, each opponent discards a card. You draw a card for each land card discarded this way.","","Scheme","Scheme","013803e4-103e-59f9-b5da-65986c94b174","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Drew Tucker","22eef389-7b21-4dda-95dc-4c9a0f1bf4dd","","","mtgo, paper","default","black","","U","","U",NA,"",23241,0.53,NA,"",NA,"","nonfoil, foil","","","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enchant","English","normal","",NA,"","{5}{U}",6,"Eternity Snare","61","","","Enchant creature\nWhen Eternity Snare comes into play, draw a card.\nEnchanted creature doesn't untap during its controller's untap step.","Enchantment - Aura","","","BNG, J22, TSP","","common","","","","TSP","","","","Aura","","Enchant creature\nWhen Eternity Snare enters the battlefield, draw a card.\nEnchanted creature doesn't untap during its controller's untap step.","","Enchantment — Aura","Enchantment","0e789258-ef50-5703-aaff-b714374680a3","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA
"Randy Vargas","d20672ca-0555-4238-a984-fd171d36b247","","","arena, paper","default","black","","U","","U",NA,"",17898,NA,NA,"",NA,"","nonfoil","","An Izzet experiment begins with a ""what if,"" gets approved with a ""why not,"" and concludes with a ""eureka!""","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{U}",2,"Erratic Visionary","150","","","{1}{U}, {T}: Draw a card, then discard a card.","Creature — Human Wizard","","1","JMP, WAR","","common","","","","JMP","","","","Human, Wizard","","{1}{U}, {T}: Draw a card, then discard a card.","3","Creature — Human Wizard","Creature","7ad06b4c-1465-5f46-809c-c142579533ee","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Eytan Zana","0d8d6726-4051-445a-8374-a919aad98f38","","","paper","","black","","","","",NA,"",NA,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,"","English","planar","",NA,"","",0,"Enigma Ridges","48","","","When you planeswalk to Enigma Ridges, each player who controls fewer lands than the player who controls the most lands searches their library for a number of basic land cards less than or equal to the difference, reveals them, puts them into their hand, then shuffles.\nWhenever chaos ensues, draw a card, then you may put a land card from your hand onto the battlefield.","Plane — Echoir","","","MOC","","common","","","","MOC","","","","Echoir","","When you planeswalk to Enigma Ridges, each player who controls fewer lands than the player who controls the most lands searches their library for a number of basic land cards less than or equal to the difference, reveals them, puts them into their hand, then shuffles.\nWhenever chaos ensues, draw a card, then you may put a land card from your hand onto the battlefield.","","Plane — Echoir","Plane","47a2f18e-8993-5f06-83f2-87d735edbca1","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Ryan Alexander Lee","f4d194b4-958a-4830-8d87-1a84e0b9ffbc","","","mtgo, paper","default","black","","U","","U",NA,"",20246,0.04,NA,"",NA,"","nonfoil, foil","","""Study the topography of your enemies, and you will have a map to victory.""\n—Shu Yun, the Silent Tempest","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{4}{U}",5,"Enhanced Awareness","33","","","Draw three cards, then discard a card.","Instant","","","FRF","","common","","","","FRF","","","","","","Draw three cards, then discard a card.","","Instant","Instant","8696e165-d286-5e6a-8b18-0597b17b1ad9","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
"Allen Williams","8a56d854-b424-45ec-9262-e993a382a961","","","paper","default","white","","U","","U",NA,"",8588,0.22,NA,"",NA,"","nonfoil","","""Worlds turn in crucial moments of decision. Make your choice.""\n—Gustha Ebbasdotter, Kjeldoran royal mage","","1997",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{U}",2,"Enervate","84","","","Tap target artifact, creature, or land. Draw a card at the beginning of the next turn.","Instant","","","5ED, ICE, ME2","","common","","","","5ED","","","","","","Tap target artifact, creature, or land.\nDraw a card at the beginning of the next turn's upkeep.","","Instant","Instant","cd7bb609-5243-5ce1-8963-ad9daf5a9333","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Maria Poliakova","c136266d-67bb-44fa-ad13-8556efd9caec","","","arena, mtgo, paper","default","black","","","","",NA,"",8802,NA,NA,"",NA,"","nonfoil, foil","","""Raw energy contains infinite possibility.""\n—Urza","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}",2,"Energy Refractor","234","","","When Energy Refractor enters the battlefield, draw a card.\n{2}: Add one mana of any color.","Artifact","","","BRO","","common","","","","BRO","","","","","","When Energy Refractor enters the battlefield, draw a card.\n{2}: Add one mana of any color.","","Artifact","Artifact","8d96f7f1-a839-56a3-acf7-1c092bff6b88","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Franz Vohwinkel","3a243c17-3baa-4b53-9599-645311cd7d3d","","","paper","","black","","","","",NA,"",NA,NA,NA,"",NA,"","nonfoil","","""My vision is for the good of everyone. Mostly me.""","","2003",NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,"","English","scheme","",NA,"","",0,"Embrace My Diabolical Vision","9★","","","When you set this scheme in motion, each player shuffles his or her hand and graveyard into his or her library. You draw seven cards, then each other player draws four cards.","Scheme","","","OARC","","common","","","","OARC","","","","","","When you set this scheme in motion, each player shuffles their hand and graveyard into their library. You draw seven cards, then each other player draws four cards.","","Scheme","Scheme","2ae23c15-0fac-5b8e-a696-36a1f8bbbd51","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"D. Alexander Gregory","38433e15-f0f5-4223-a985-2d13c4aa0922","","","mtgo, paper","default","black","","G","","G",NA,"",1183,0.04,NA,"",NA,"","nonfoil, foil","","Before any major undertaking, a Cylian elf seeks the guidance of a visionary to learn the will of the gargantuan ancients.","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{G}",2,"Elvish Visionary","130","","","When Elvish Visionary comes into play, draw a card.","Creature - Elf Shaman","","1","ALA, BBD, C14, C15, CMA, CMR, DDR, DPA, F10, GN3, HA1, LTC, M10, M13, MB1, ORI, PRM, PS11, TD0","","common","","","","ALA","","","","Elf, Shaman","","When Elvish Visionary enters the battlefield, draw a card.","1","Creature — Elf Shaman","Creature","1da2555f-8856-585e-bc39-50a78ad255d6","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Irina Nordsol","1e4cb52d-476e-4c68-ac87-2e620aede6d4","","","arena, mtgo, paper","default","black","","G","","G",NA,"",8995,NA,NA,"",NA,"","nonfoil, foil","","""Few can foresee whither their road will lead them, till they come to its end.""\n—Legolas","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scry","English","normal","",NA,"","{G}",1,"Elven Farsight","161","","","Scry 3, then you may reveal the top card of your library. If it's a creature card, draw a card.","Sorcery","","","LTR","","common","","","triangle","LTR","","","","","","Scry 3, then you may reveal the top card of your library. If it's a creature card, draw a card.","","Sorcery","Sorcery","9aa5653d-8c32-5782-976b-b7bf2860e198","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Carl Frank","fde6429d-2768-4573-a54d-42694e145079","","","mtgo, paper","default","black","","","","",NA,"",9213,0.17,NA,"",NA,"","nonfoil, foil","","One night Oona bottled the sky. The next night she aligned the stars and released it.","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}",2,"Elsewhere Flask","250","","","When Elsewhere Flask comes into play, draw a card.\nSacrifice Elsewhere Flask: Choose a basic land type. Each land you control becomes that type until end of turn.","Artifact","","","BRR, SHM","","common","","","","SHM","","","","","","When Elsewhere Flask enters the battlefield, draw a card.\nSacrifice Elsewhere Flask: Choose a basic land type. Each land you control becomes that type until end of turn.","","Artifact","Artifact","d42bc75a-e11a-5a67-b39d-010d41d0a669","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Mike Sass","155bc2cb-038d-4b1f-9990-6178db1d1a21","","","paper","default","black","","U","","U",NA,"",17681,0.07,NA,"",NA,"","nonfoil","","The greatest minds in Meletis study under the masters at the Dekatia, a renowned school of magic and philosophy.","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{U}",3,"Elite Instructor","290","","","When Elite Instructor enters the battlefield, draw a card, then discard a card.","Creature — Human Wizard","","2","J22, THB","","common","","","","J22","","","","Human, Wizard","","When Elite Instructor enters the battlefield, draw a card, then discard a card.","2","Creature — Human Wizard","Creature","5856be2c-6d05-563f-9a0b-067029938f0c","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
