"artist","artistIds","asciiName","availability","boosterTypes","borderColor","colorIdentity","colors","edhrecSaltiness","faceName","finishes","flavorText","frameEffects","frameVersion","hasFoil","hasNonFoil","isFullArt","isFunny","isPromo","isReprint","isTextless","keywords","language","layout","name","number","orientation","originalText","originalType","otherFaceIds","power","promoTypes","relatedCards","reverseRelated","securityStamp","setCode","side","signature","subtypes","supertypes","text","toughness","type","types","uuid","watermark"
"William O'Connor","4f1c2854-d7a8-4f9a-8b3d-72a16eb7bdc1","","paper","","black","G","G",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","token","Elf Warrior","15","","","","","1","setpromo","{'reverseRelated': ['Wolverine Riders', 'Tyvar Kell', 'Thorn Lieutenant', 'Prowess of the Fair', 'Elderleaf Mentor', 'Exquisite Huntmaster', 'Windswift Slice', 'Galadhrim Ambush', ""Dwynen's Elite"", 'Lys Alana Huntmaster', 'Imperious Perfect', 'Ambassador Oak', 'Nadier, Agent of the Duskenel', 'Elven Bow', 'Hunting Triad', 'Skemfar Elderhall', 'Sylvan Offering', 'Elvish Promenade', 'Battle for Bretagard', 'Nath of the Gilt-Leaf', 'Lathril, Blade of the Elves', 'Elven Ambush', 'Presence of Gond', 'Return Upon the Tide', 'Eyeblight Cullers', 'Elvish Warmaster', 'Gilt-Leaf Ambush', 'Flourishing Defenses']}","Wolverine Riders, Tyvar Kell, Thorn Lieutenant, Prowess of the Fair, Elderleaf Mentor, Exquisite Huntmaster, Windswift Slice, Galadhrim Ambush, Dwynen's Elite, Lys Alana Huntmaster, Imperious Perfect, Ambassador Oak, Nadier, Agent of the Duskenel, Elven Bow, Hunting Triad, Skemfar Elderhall, Sylvan Offering, Elvish Promenade, Battle for Bretagard, Nath of the Gilt-Leaf, Lathril, Blade of the Elves, Elven Ambush, Presence of Gond, Return Upon the Tide, Eyeblight Cullers, Elvish Warmaster, Gilt-Leaf Ambush, Flourishing Defenses","","TC16","","","Elf, Warrior","","","1","Token Creature — Elf Warrior","Token, Creature","18ab1a33-f901-5fb4-92b1-58985e370ea7",""
"Brad Rigney","f17194b9-10e9-44ea-9b65-6812ab398624","","paper","","black","G","G",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","token","Saproling","16","","","","","1","setpromo","{'reverseRelated': ['Fungal Infection', 'Sporoloth Ancient', 'Fungal Plots', 'Undercellar Myconid', 'Aura Mutation', 'Sporemound', 'Thallid Germinator', 'Spore Burst', 'Sporeweb Weaver', 'Fists of Ironwood', 'Fungal Sprouting', 'Savage Thallid', 'Night Soil', 'Sporogenesis', 'Psychotrope Thallid', 'Deathspore Thallid', 'Saproling Cluster', 'Golgari Germination', 'Sprout', 'Yavimaya Sapherd', 'Thallid', 'Thallid Shell-Dweller', 'Utopia Mycon', 'Selesnya Evangel', 'Last Stand', 'Pollenbright Wings', 'Slimefoot and Squee', 'Nemata, Grove Guardian', 'Aether Mutation', 'Saproling Symbiosis', 'Thelonite Hermit', 'Jade Mage', 'Death Mutation', 'Druidic Satchel', 'Ulasht, the Hate Seed', 'Verdant Force', 'The Weatherseed Treaty', 'Verdeloth the Ancient', 'Vitu-Ghazi, the City-Tree', 'Vitaspore Thallid', 'Sprout Swarm', 'Spore Swarm', 'Selesnya Guildmage', 'Elvish Farmer', 'Rith, the Awakener', ""Rith's Charm"", 'Overgrown Armasaur', 'Tendershoot Dryad', 'Tana, the Bloodsower', 'Morbid Bloom', 'Bramble Elemental', 'Necrogenesis', 'Mycologist', 'Korozda Guildmage', 'Thallid Devourer', 'Fungal Rebirth', 'Saproling Migration', 'Scatter the Seeds', 'Tukatongue Thallid', 'Deathbloom Thallid', 'Jund Battlemage', 'Spontaneous Generation', 'Supply // Demand', 'Mycoloth', 'Dreampod Druid', 'Saproling Infestation', 'Sporesower Thallid', 'Ghave, Guru of Spores', 'Pallid Mycoderm', 'Artifact Mutation', 'Sprouting Thrinax', 'Flash Foliage', 'Verdant Embrace', 'Sarpadian Empires, Vol. VII', 'Nemata, Primeval Warden', 'Greener Pastures', 'Grand Ossuary', 'Seed Spark', 'Slimefoot, the Stowaway']}","Fungal Infection, Sporoloth Ancient, Fungal Plots, Undercellar Myconid, Aura Mutation, Sporemound, Thallid Germinator, Spore Burst, Sporeweb Weaver, Fists of Ironwood, Fungal Sprouting, Savage Thallid, Night Soil, Sporogenesis, Psychotrope Thallid, Deathspore Thallid, Saproling Cluster, Golgari Germination, Sprout, Yavimaya Sapherd, Thallid, Thallid Shell-Dweller, Utopia Mycon, Selesnya Evangel, Last Stand, Pollenbright Wings, Slimefoot and Squee, Nemata, Grove Guardian, Aether Mutation, Saproling Symbiosis, Thelonite Hermit, Jade Mage, Death Mutation, Druidic Satchel, Ulasht, the Hate Seed, Verdant Force, The Weatherseed Treaty, Verdeloth the Ancient, Vitu-Ghazi, the City-Tree, Vitaspore Thallid, Sprout Swarm, Spore Swarm, Selesnya Guildmage, Elvish Farmer, Rith, the Awakener, Rith's Charm, Overgrown Armasaur, Tendershoot Dryad, Tana, the Bloodsower, Morbid Bloom, Bramble Elemental, Necrogenesis, Mycologist, Korozda Guildmage, Thallid Devourer, Fungal Rebirth, Saproling Migration, Scatter the Seeds, Tukatongue Thallid, Deathbloom Thallid, Jund Battlemage, Spontaneous Generation, Supply // Demand, Mycoloth, Dreampod Druid, Saproling Infestation, Sporesower Thallid, Ghave, Guru of Spores, Pallid Mycoderm, Artifact Mutation, Sprouting Thrinax, Flash Foliage, Verdant Embrace, Sarpadian Empires, Vol. VII, Nemata, Primeval Warden, Greener Pastures, Grand Ossuary, Seed Spark, Slimefoot, the Stowaway","","TC16","","","Saproling","","","1","Token Creature — Saproling","Token, Creature","408570d9-1f4e-52ce-8d17-4edcbedff9fa",""
"Raoul Vitale","c7c15d49-f84b-4d98-9a34-e80e8347b756","","paper","","black","G","G",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","token","Saproling","17","","","","","1","setpromo","{'reverseRelated': ['Fungal Infection', 'Sporoloth Ancient', 'Fungal Plots', 'Undercellar Myconid', 'Aura Mutation', 'Sporemound', 'Thallid Germinator', 'Spore Burst', 'Sporeweb Weaver', 'Fists of Ironwood', 'Fungal Sprouting', 'Savage Thallid', 'Night Soil', 'Sporogenesis', 'Psychotrope Thallid', 'Deathspore Thallid', 'Saproling Cluster', 'Golgari Germination', 'Sprout', 'Yavimaya Sapherd', 'Thallid', 'Thallid Shell-Dweller', 'Utopia Mycon', 'Selesnya Evangel', 'Last Stand', 'Pollenbright Wings', 'Slimefoot and Squee', 'Nemata, Grove Guardian', 'Aether Mutation', 'Saproling Symbiosis', 'Thelonite Hermit', 'Jade Mage', 'Death Mutation', 'Druidic Satchel', 'Ulasht, the Hate Seed', 'Verdant Force', 'The Weatherseed Treaty', 'Verdeloth the Ancient', 'Vitu-Ghazi, the City-Tree', 'Vitaspore Thallid', 'Sprout Swarm', 'Spore Swarm', 'Selesnya Guildmage', 'Elvish Farmer', 'Rith, the Awakener', ""Rith's Charm"", 'Overgrown Armasaur', 'Tendershoot Dryad', 'Tana, the Bloodsower', 'Morbid Bloom', 'Bramble Elemental', 'Necrogenesis', 'Mycologist', 'Korozda Guildmage', 'Thallid Devourer', 'Fungal Rebirth', 'Saproling Migration', 'Scatter the Seeds', 'Tukatongue Thallid', 'Deathbloom Thallid', 'Jund Battlemage', 'Spontaneous Generation', 'Supply // Demand', 'Mycoloth', 'Dreampod Druid', 'Saproling Infestation', 'Sporesower Thallid', 'Ghave, Guru of Spores', 'Pallid Mycoderm', 'Artifact Mutation', 'Sprouting Thrinax', 'Flash Foliage', 'Verdant Embrace', 'Sarpadian Empires, Vol. VII', 'Nemata, Primeval Warden', 'Greener Pastures', 'Grand Ossuary', 'Seed Spark', 'Slimefoot, the Stowaway']}","Fungal Infection, Sporoloth Ancient, Fungal Plots, Undercellar Myconid, Aura Mutation, Sporemound, Thallid Germinator, Spore Burst, Sporeweb Weaver, Fists of Ironwood, Fungal Sprouting, Savage Thallid, Night Soil, Sporogenesis, Psychotrope Thallid, Deathspore Thallid, Saproling Cluster, Golgari Germination, Sprout, Yavimaya Sapherd, Thallid, Thallid Shell-Dweller, Utopia Mycon, Selesnya Evangel, Last Stand, Pollenbright Wings, Slimefoot and Squee, Nemata, Grove Guardian, Aether Mutation, Saproling Symbiosis, Thelonite Hermit, Jade Mage, Death Mutation, Druidic Satchel, Ulasht, the Hate Seed, Verdant Force, The Weatherseed Treaty, Verdeloth the Ancient, Vitu-Ghazi, the City-Tree, Vitaspore Thallid, Sprout Swarm, Spore Swarm, Selesnya Guildmage, Elvish Farmer, Rith, the Awakener, Rith's Charm, Overgrown Armasaur, Tendershoot Dryad, Tana, the Bloodsower, Morbid Bloom, Bramble Elemental, Necrogenesis, Mycologist, Korozda Guildmage, Thallid Devourer, Fungal Rebirth, Saproling Migration, Scatter the Seeds, Tukatongue Thallid, Deathbloom Thallid, Jund Battlemage, Spontaneous Generation, Supply // Demand, Mycoloth, Dreampod Druid, Saproling Infestation, Sporesower Thallid, Ghave, Guru of Spores, Pallid Mycoderm, Artifact Mutation, Sprouting Thrinax, Flash Foliage, Verdant Embrace, Sarpadian Empires, Vol. VII, Nemata, Primeval Warden, Greener Pastures, Grand Ossuary, Seed Spark, Slimefoot, the Stowaway","","TC16","","","Saproling","","","1","Token Creature — Saproling","Token, Creature","c4839d7d-731e-57ac-8043-3624b65eb928",""
"Chuck Lukacs","2bdf4da7-c66c-4c46-a253-284c856ccfab","","paper","","black","B, G","B, G",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","token","Worm","18","","","","","1","setpromo","{'reverseRelated': ['Creakwood Liege', 'Worm Harvest']}","Creakwood Liege, Worm Harvest","","TC16","","","Worm","","","1","Token Creature — Worm","Token, Creature","e4ce562a-1e18-57a1-8778-90139091c767",""
"Scott Chou","9e048547-f9c3-4958-9c2c-91e45df7c6ae","","paper","","black","","",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","token","Horror","19","","","","","*","setpromo","{'reverseRelated': ['Profane Transfusion']}","Profane Transfusion","","TC16","","","Horror","","","*","Token Artifact Creature — Horror","Token, Artifact, Creature","85e62787-3770-5070-aa29-28ff06cd8bf2",""
"Ryan Pancoast","89cc9475-dda2-4d13-bf88-54b92867a25c","","paper","","black","","",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","token","Myr","20","","","","","1","setpromo","{'reverseRelated': ['Genesis Chamber', 'Origin Spellbomb', 'Myr Matrix', 'Urtet, Remnant of Memnarch', 'Mirrodin Besieged', 'Myrsmith', 'Myr Turbine', 'Myr Battlesphere', 'Myr Incubator', ""Master's Call""]}","Genesis Chamber, Origin Spellbomb, Myr Matrix, Urtet, Remnant of Memnarch, Mirrodin Besieged, Myrsmith, Myr Turbine, Myr Battlesphere, Myr Incubator, Master's Call","","TC16","","","Myr","","","1","Token Artifact Creature — Myr","Token, Artifact, Creature","8934c39f-95b1-56d3-8304-12d6583884e4",""
"Dan Scott","f852fa13-137e-40f2-bbc1-0f01df09c0e0","","paper","","black","","",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","emblem","Daretti, Scrap Savant Emblem","21","","","","","","setpromo","{'reverseRelated': ['Daretti, Scrap Savant']}","Daretti, Scrap Savant","","TC16","","","Daretti","","Whenever an artifact is put into your graveyard from the battlefield, return that card to the battlefield at the beginning of the next end step.","","Emblem — Daretti","Emblem","e84ad028-b6da-5efe-913a-d314344c02b2",""
"Scott Chou","9e048547-f9c3-4958-9c2c-91e45df7c6ae","","paper","","black","W","W",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","token","Cat","1","","","","","2","setpromo","{'reverseRelated': ['Ajani, Caller of the Pride', 'Kemba, Kha Regent', 'Kemba, Kha Enduring', ""Ajani's Chosen"", ""White Sun's Zenith""]}","Ajani, Caller of the Pride, Kemba, Kha Regent, Kemba, Kha Enduring, Ajani's Chosen, White Sun's Zenith","","TC17","","","Cat","","","2","Token Creature — Cat","Token, Creature","7e5dc858-2163-5de0-95cb-f0e2933a7f7f",""
"Wayne Reynolds","afc47cec-3ccc-404e-a8c6-4d83dd504271","","paper","","black","B","B",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"Flying","English","token","Bat","2","","","","","1","setpromo","{'reverseRelated': ['Desecrated Tomb', 'Skeletal Vampire', 'Timothar, Baron of Bats', 'Belfry Spirit', 'Regal Bloodlord', 'Bat Whisperer']}","Desecrated Tomb, Skeletal Vampire, Timothar, Baron of Bats, Belfry Spirit, Regal Bloodlord, Bat Whisperer","","TC17","","","Bat","","Flying","1","Token Creature — Bat","Token, Creature","ec839858-a219-5655-9287-f662e425ea49",""
"Shreya Shetty","1d175ae2-a9bd-492d-8ce0-fa07c8963c5c","","paper","","black","B","B",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,NA,NA,"Deathtouch","English","token","Rat","3","","","","","1","setpromo","{'reverseRelated': ['Hungry Lynx']}","Hungry Lynx","","TC17","","","Rat","","Deathtouch","1","Token Creature — Rat","Token, Creature","89925dc1-39e0-5818-bd29-1286eeb80a97",""
"Volkan Baǵa","93bec3c0-0260-4d31-8064-5d01efb4153f","","paper","","black","B","B",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,NA,NA,"","English","token","Vampire","4","","","","","1","setpromo","{'reverseRelated': ['Edgar Markov']}","Edgar Markov","","TC17","","","Vampire","","","1","Token Creature — Vampire","Token, Creature","59362450-cc94-5dbb-ae9e-135b4307ad79",""
"Craig J Spearing","b0f15e74-0dd6-4156-959e-c5e30c5cdc52","","paper","","black","B","B",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","token","Zombie","5","","","","","2","setpromo","{'reverseRelated': ['Waste Not', 'Awaken the Erstwhile', 'Empty the Pits', 'Wight', ""Gisa's Bidding"", 'Oath of Liliana', 'Ghoulcaller Gisa', 'Bridge from Below', 'Shamble Back', 'Doomed Dissenter', 'The Fourth Sphere', ""Ghoulcaller's Accomplice"", 'Cryptbreaker', ""Drana's Chosen"", 'Rakshasa Gravecaller', 'Tymaret Calls the Dead', 'Graveyard Marshal', 'Open the Graves', 'Dying to Serve', 'Acererak the Archlich', 'Cradle of the Accursed', 'Undead Alchemist', 'Midnight Ritual', 'Rise from the Tides', 'Bone Miser', 'Nevinyrral, Urborg Tyrant', 'Sidisi, Brood Tyrant', 'Archdemon of Unx', 'Feast or Famine', 'Hour of Promise', 'Rank Officer', 'Stir the Sands', 'Undead Servant', 'Liliana, Dreadhorde General', 'Dread Summons', 'Boneclad Necromancer', 'Liliana, the Last Hope', 'Vile Rebirth', 'Endless Ranks of the Dead', 'Curse of Disturbance', 'Tormod, the Desecrator', 'Cemetery Reaper', 'Army of the Damned', ""Liliana, Death's Majesty"", 'Aphemia, the Cacophony', 'Drunau Corpse Trawler', 'Oglor, Devoted Assistant', 'Assemble the Rank and Vile', 'Grixis Slavedriver', ""Necromancer's Covenant"", 'Necromentia', 'Reap the Seagraf', ""Liliana's Reaver"", 'Varina, Lich Queen', 'Tombstone Stairwell', 'Wand of Orcus', 'From Under the Floorboards', 'Cellar Door', 'Invasion of Innistrad // Deluge of the Dead', 'Xathrid Necromancer', 'Necrotic Hex', 'Field of the Dead', 'Lair of the Ashen Idol', 'Necromaster Dragon', ""Liliana's Devotee"", 'Liliana, Heretical Healer // Liliana, Defiant Necromancer', 'Null Caller', 'Syphon Flesh', ""Liliana's Mastery"", 'Sarcomancy', 'Zombie Infestation', 'Never // Return', 'Overseer of the Damned', 'Skull Skaab', 'Dunes of the Dead', 'Moan of the Unhallowed', 'Unscythe, Killer of Kings', 'Graf Harvest', 'Headless Rider', ""Necromancer's Stockpile"", 'Curse of Shallow Graves', 'Maalfeld Twins', 'Rotlung Reanimator', 'Kalitas, Traitor of Ghet', 'Tobias, Doomed Conqueror', 'Magus of the Bridge', 'Wakedancer', 'Havengul Runebinder', 'Suspicious Shambler', 'Noosegraf Mob', 'Grave Titan', 'Dark Salvation', 'Death Tyrant', 'Captive Audience', 'The Book of Vile Darkness', 'Diregraf Colossus']}","Waste Not, Awaken the Erstwhile, Empty the Pits, Wight, Gisa's Bidding, Oath of Liliana, Ghoulcaller Gisa, Bridge from Below, Shamble Back, Doomed Dissenter, The Fourth Sphere, Ghoulcaller's Accomplice, Cryptbreaker, Drana's Chosen, Rakshasa Gravecaller, Tymaret Calls the Dead, Graveyard Marshal, Open the Graves, Dying to Serve, Acererak the Archlich, Cradle of the Accursed, Undead Alchemist, Midnight Ritual, Rise from the Tides, Bone Miser, Nevinyrral, Urborg Tyrant, Sidisi, Brood Tyrant, Archdemon of Unx, Feast or Famine, Hour of Promise, Rank Officer, Stir the Sands, Undead Servant, Liliana, Dreadhorde General, Dread Summons, Boneclad Necromancer, Liliana, the Last Hope, Vile Rebirth, Endless Ranks of the Dead, Curse of Disturbance, Tormod, the Desecrator, Cemetery Reaper, Army of the Damned, Liliana, Death's Majesty, Aphemia, the Cacophony, Drunau Corpse Trawler, Oglor, Devoted Assistant, Assemble the Rank and Vile, Grixis Slavedriver, Necromancer's Covenant, Necromentia, Reap the Seagraf, Liliana's Reaver, Varina, Lich Queen, Tombstone Stairwell, Wand of Orcus, From Under the Floorboards, Cellar Door, Invasion of Innistrad // Deluge of the Dead, Xathrid Necromancer, Necrotic Hex, Field of the Dead, Lair of the Ashen Idol, Necromaster Dragon, Liliana's Devotee, Liliana, Heretical Healer // Liliana, Defiant Necromancer, Null Caller, Syphon Flesh, Liliana's Mastery, Sarcomancy, Zombie Infestation, Never // Return, Overseer of the Damned, Skull Skaab, Dunes of the Dead, Moan of the Unhallowed, Unscythe, Killer of Kings, Graf Harvest, Headless Rider, Necromancer's Stockpile, Curse of Shallow Graves, Maalfeld Twins, Rotlung Reanimator, Kalitas, Traitor of Ghet, Tobias, Doomed Conqueror, Magus of the Bridge, Wakedancer, Havengul Runebinder, Suspicious Shambler, Noosegraf Mob, Grave Titan, Dark Salvation, Death Tyrant, Captive Audience, The Book of Vile Darkness, Diregraf Colossus","","TC17","","","Zombie","","","2","Token Creature — Zombie","Token, Creature","b753c514-001a-5b68-8410-63ccf2c36ed1",""
"Vance Kovacs","b5516011-4722-4fc8-8542-102cecc52b71","","paper","","black","R","R",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"Flying","English","token","Dragon","6","","","","","4","setpromo","{'reverseRelated': ['Sarkhan Unbroken', 'The Elder Dragon War', 'Dragon Whisperer', 'Sarkhan the Masterless', 'Broodmate Dragon', 'Rohgahh, Kher Keep Overlord', 'Dragon Cultist', 'Descent of the Dragons', 'Sarkhan Vol', 'Rith, Liberated Primeval']}","Sarkhan Unbroken, The Elder Dragon War, Dragon Whisperer, Sarkhan the Masterless, Broodmate Dragon, Rohgahh, Kher Keep Overlord, Dragon Cultist, Descent of the Dragons, Sarkhan Vol, Rith, Liberated Primeval","","TC17","","","Dragon","","Flying","4","Token Creature — Dragon","Token, Creature","65d99741-e257-5709-864b-19496b286782",""
"Mark Zug","48e2b98c-5467-4671-bd42-4c3746115117","","paper","","black","R","R",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"Flying","English","token","Dragon","7","","","","","6","setpromo","{'reverseRelated': ['Utvara Hellkite']}","Utvara Hellkite","","TC17","","","Dragon","","Flying","6","Token Creature — Dragon","Token, Creature","cb812c4f-0b0c-5439-a5bf-4015822f1659",""
"Michael Sutfin","5ce7b3bd-53d2-49e6-b504-37191e8e9b17","","paper","","black","G","G",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,NA,NA,"Forestwalk","English","token","Cat Warrior","8","","","","","2","setpromo","{'reverseRelated': ['Lord Windgrace', 'Jedit Ojanen, Mercenary', 'Jedit Ojanen of Efrava']}","Lord Windgrace, Jedit Ojanen, Mercenary, Jedit Ojanen of Efrava","","TC17","","","Cat, Warrior","","Forestwalk","2","Token Creature — Cat Warrior","Token, Creature","7a13db1f-523c-5b19-80e5-d4d6f0121c6b",""
"Cynthia Sheppard","9dfbdd58-65e6-40cf-951a-80e141061939","","paper","","black","B, G, R","B, G, R",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,NA,NA,"Flying","English","token","Cat Dragon","9","","","","","3","setpromo","{'reverseRelated': ['Wasitora, Nekoru Queen']}","Wasitora, Nekoru Queen","","TC17","","","Cat, Dragon","","Flying","3","Token Creature — Cat Dragon","Token, Creature","5a1dda51-991c-5e13-b4ee-8506439adfd8",""
"Richard Wright","7b1b0ce9-2c58-4321-a2a7-cdc94feae082","","paper","","black","","",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","token","Gold","10","","","","","","setpromo","{'reverseRelated': ['King Macar, the Gold-Cursed', 'The First Iroan Games', 'Gild', 'Curse of Opulence']}","King Macar, the Gold-Cursed, The First Iroan Games, Gild, Curse of Opulence","","TC17","","","Gold","","Sacrifice this artifact: Add one mana of any color.","","Token Artifact — Gold","Token, Artifact","214f0959-71fa-59ba-8efb-080cbc3e5b99",""
"Aleksi Briclot","5e470014-31cb-41b0-b054-e23374484449","","paper","","black","","",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","token","Eldrazi Spawn","11","","","","","0","setpromo","{'reverseRelated': [""Emrakul's Hatcher"", 'Rapacious One', ""Kozilek's Predator"", 'Corpsehatch', 'Growth Spasm', 'Spawning Breath', 'Pawn of Ulamog', 'Nest Invader', 'Dread Drone', 'Spawnsire of Ulamog', 'Essence Feed', 'Skittering Invasion', 'Brood Birthing', 'Awakening Zone']}","Emrakul's Hatcher, Rapacious One, Kozilek's Predator, Corpsehatch, Growth Spasm, Spawning Breath, Pawn of Ulamog, Nest Invader, Dread Drone, Spawnsire of Ulamog, Essence Feed, Skittering Invasion, Brood Birthing, Awakening Zone","","TC17","","","Eldrazi, Spawn","","Sacrifice this creature: Add {C}.","1","Token Creature — Eldrazi Spawn","Token, Creature","3c8c86c3-fc1a-5374-82cb-4543bdfccc42",""
"Raymond Swanland","e956bacc-077d-4c12-b6bc-ba798b718af9","","paper","","black","","",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","token","Manifest","1","","","","","2","","{'reverseRelated': ['Cryptic Pursuit', 'Reality Shift']}","Cryptic Pursuit, Reality Shift","","TC18","","","","","(You can cover a face-down manifested creature with this reminder card.\nA manifested creature card can be turned face up any time for its mana cost. A face-down card can also be turned face up for its morph cost.)","2","Creature","Creature","7703eba8-2d6d-562d-895a-8e175c34211b",""
